order_no,sku,product_name,product_category,source,region_code,qty,gross_amount,cost_amount,sale_date
CS-00956,SKU-ELE-4454,USB 充电器,electronics,retail_store,north,1,49.76,37.12,2025-11-12T17:00:00Z
CS-00957,SKU-APP-2127,运动外套,apparel,retail_store,south,4,261.16,160.72,2025-11-13T08:00:00Z
CS-00958,SKU-HOM-8333,收纳盒,home,retail_store,west,6,111.18,73.87,2025-05-23T17:00:00Z
CS-00959,SKU-ELE-3988,无线耳机,electronics,e_commerce,south,4,375.52,312.92,2025-04-06T18:00:00Z
CS-00960,SKU-ELE-3204,蓝牙音箱,electronics,e_commerce,west,1,113.8,85.84,2025-02-01T16:00:00Z
CS-00961,SKU-ELE-8079,机械键盘,electronics,e_commerce,west,2,205.98,145.82,2025-08-11T16:00:00Z
CS-00962,SKU-ELE-8326,无线耳机,electronics,retail_store,north,2,201.96,158.82,2025-01-26T09:00:00Z
CS-00963,SKU-ELE-5018,智能手表,electronics,e_commerce,south,1,54.18,34.06,2025-09-07T20:00:00Z
CS-00964,SKU-HOM-3984,台灯,home,retail_store,south,3,168.66,139.52,2025-06-09T11:00:00Z
CS-00965,SKU-ELE-3881,蓝牙音箱,electronics,e_commerce,west,1,79.93,49.2,2025-01-09T14:00:00Z
CS-00966,SKU-ELE-1719,USB 充电器,electronics,e_commerce,east,1,98.62,67.05,2025-04-27T11:00:00Z
CS-00967,SKU-ELE-5735,无线耳机,electronics,e_commerce,south,4,467.32,377.13,2025-05-30T18:00:00Z
CS-00968,SKU-HOM-8976,地毯,home,e_commerce,east,2,163.12,121.8,2025-11-16T17:00:00Z
CS-00969,SKU-APP-3041,针织毛衣,apparel,e_commerce,west,1,15.27,10.74,2025-03-12T09:00:00Z
CS-00970,SKU-ELE-3277,USB 充电器,electronics,e_commerce,east,6,586.98,381.36,2025-07-02T21:00:00Z
CS-00971,SKU-HOM-9304,台灯,home,catalog,east,3,71.91,47.56,2025-07-10T15:00:00Z
CS-00972,SKU-HOM-4273,收纳盒,home,e_commerce,east,5,177.2,144.39,2025-09-08T10:00:00Z
CS-00973,SKU-HOM-1163,台灯,home,catalog,north,4,365.08,247.42,2025-08-27T18:00:00Z
CS-00974,SKU-ELE-6138,蓝牙音箱,electronics,retail_store,north,2,128.48,77.56,2025-05-25T15:00:00Z
CS-00975,SKU-HOM-6259,保温杯,home,e_commerce,east,2,24.16,16.38,2025-05-15T17:00:00Z
CS-00976,SKU-APP-9624,卫衣,apparel,e_commerce,south,2,177.26,136.21,2025-02-01T17:00:00Z
CS-00977,SKU-APP-1298,针织毛衣,apparel,retail_store,north,3,336.54,280.88,2025-02-18T19:00:00Z
CS-00978,SKU-APP-3007,卫衣,apparel,e_commerce,east,3,97.95,79.77,2025-09-25T09:00:00Z
CS-00979,SKU-HOM-1041,台灯,home,catalog,north,3,328.17,,2025-07-14T16:00:00Z
CS-00980,SKU-ELE-3643,蓝牙音箱,electronics,retail_store,south,1,106.69,88.42,2025-11-14T08:00:00Z
CS-00981,SKU-ELE-7259,机械键盘,electronics,retail_store,west,2,38.72,31.91,2025-11-18T10:00:00Z
CS-00982,SKU-HOM-9596,台灯,home,e_commerce,west,1,100.33,77.7,2025-07-30T11:00:00Z
CS-00983,SKU-ELE-1013,USB 充电器,electronics,retail_store,south,1,65.13,49.03,2025-10-02T11:00:00Z
CS-00984,SKU-ELE-1690,无线耳机,electronics,e_commerce,south,2,228.62,154.26,2025-08-01T18:00:00Z
CS-00985,SKU-APP-3869,运动外套,apparel,e_commerce,south,4,26.08,19.02,2025-04-27T16:00:00Z
CS-00986,SKU-APP-2918,运动外套,apparel,e_commerce,south,2,226.22,,2025-09-21T08:00:00Z
CS-00987,SKU-ELE-5034,无线耳机,electronics,retail_store,east,1,13.6,9.29,2025-03-31T11:00:00Z
CS-00988,SKU-APP-8937,针织毛衣,apparel,e_commerce,north,1,33.81,24.88,2025-04-06T16:00:00Z
CS-00989,SKU-HOM-3205,收纳盒,home,e_commerce,south,1,13.3,9.34,2025-01-19T08:00:00Z
CS-00990,SKU-APP-2781,针织毛衣,apparel,retail_store,west,2,196.36,118.33,2025-09-20T15:00:00Z
CS-00991,SKU-HOM-2483,地毯,home,e_commerce,east,1,8.58,5.54,2025-04-15T14:00:00Z
CS-00992,SKU-APP-8808,针织毛衣,apparel,retail_store,north,1,66.52,,2025-08-24T11:00:00Z
CS-00993,SKU-ELE-3929,蓝牙音箱,electronics,retail_store,north,2,58.6,45.03,2025-05-26T18:00:00Z
CS-00994,SKU-HOM-9584,挂钟,home,e_commerce,south,4,459.16,320.52,2025-01-02T16:00:00Z
CS-00995,SKU-HOM-9128,保温杯,home,retail_store,east,2,160.78,127.07,2025-08-09T08:00:00Z
CS-00996,SKU-APP-8728,纯棉T恤,apparel,e_commerce,north,6,580.62,416.56,2025-05-21T21:00:00Z
CS-00997,SKU-ELE-9495,机械键盘,electronics,e_commerce,,1,81.38,58.27,2025-01-06T16:00:00Z
CS-00998,SKU-APP-3199,牛仔裤,apparel,e_commerce,north,2,114.64,69.18,2025-09-04T18:00:00Z
CS-00999,SKU-APP-9360,卫衣,apparel,e_commerce,east,1,53.52,35.36,2025-02-06T21:00:00Z
CS-01000,SKU-HOM-2025,地毯,home,retail_store,north,1,106.23,70.68,2025-07-10T20:00:00Z
